               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10372,            0.029761,            0.035938,           0.0032468,              0.0625,            0.016546,           0.0033093,            0.076353,            0.025323,            0.028004,              0.0991,              0.0001,              0.0001
                   1,            0.074597,            0.028659,            0.029861,           0.0033784,              0.0625,            0.031909,           0.0063818,            0.075227,             0.02481,            0.028028,            0.097297,          0.00029703,          0.00029703
                   2,             0.10146,            0.029489,            0.037154,           0.0029412,              0.0625,            0.031743,           0.0063485,            0.072567,             0.02416,            0.028247,             0.09549,           0.0004901,           0.0004901
                   3,            0.094023,             0.02642,            0.036984,            0.003125,              0.0625,            0.013437,           0.0026875,            0.073231,            0.022744,            0.027969,            0.093679,          0.00067921,          0.00067921
                   4,            0.072516,             0.02801,            0.031502,           0.0035971,               0.125,            0.003652,          0.00050085,            0.067699,            0.022413,            0.028128,            0.091864,          0.00086436,          0.00086436
                   5,            0.084322,            0.026284,            0.035815,           0.0014124,              0.0625,           0.0033208,          0.00066416,             0.06775,            0.021853,            0.028538,            0.090046,           0.0010455,           0.0010455
                   6,             0.11237,            0.028977,            0.038867,                   0,                   0,                   0,                   0,            0.062457,            0.021331,            0.028149,            0.088223,           0.0012228,           0.0012228
                   7,            0.086949,            0.025786,            0.035724,                   0,                   0,                   0,                   0,            0.053686,            0.021053,            0.027181,            0.086396,            0.001396,            0.001396
                   8,            0.084381,            0.024425,            0.036029,           0.0015723,              0.1875,           0.0016904,           0.0002616,             0.05041,            0.020835,            0.026816,            0.084565,           0.0015654,           0.0015654
                   9,            0.058677,            0.025563,            0.028986,           0.0016593,              0.1875,           0.0075916,           0.0016275,            0.048644,             0.02029,            0.026302,            0.082731,           0.0017307,           0.0017307
                  10,            0.083982,            0.028185,            0.034144,           0.0016593,              0.1875,            0.031952,           0.0063212,            0.047346,            0.019555,             0.02707,            0.080892,           0.0018921,           0.0018921
                  11,             0.10218,            0.026828,            0.060209,           0.0013298,              0.1875,            0.014252,           0.0016008,            0.044638,             0.01926,            0.027554,             0.07905,           0.0020495,           0.0020495
                  12,            0.072958,            0.029598,            0.036847,           0.0022727,              0.1875,            0.016683,           0.0035341,            0.042825,            0.019054,            0.027593,            0.077203,            0.002203,            0.002203
                  13,            0.073854,            0.023608,            0.036608,           0.0026481,              0.4375,            0.014465,           0.0038399,            0.041432,            0.018844,            0.027396,            0.075353,           0.0023525,           0.0023525
                  14,            0.076175,            0.026193,            0.042568,           0.0025901,              0.4375,            0.040043,           0.0087058,            0.040452,            0.018326,            0.026912,            0.073498,           0.0024981,           0.0024981
                  15,            0.079261,            0.026198,            0.039492,           0.0029765,               0.625,            0.082188,            0.021857,            0.039242,            0.017879,            0.026491,             0.07164,           0.0026396,           0.0026396
                  16,            0.067792,            0.025939,            0.034482,           0.0031433,              0.6875,            0.098617,            0.037796,            0.037425,            0.017591,            0.026442,            0.069777,           0.0027773,           0.0027773
                  17,            0.060001,            0.026708,             0.03354,           0.0033142,                0.75,             0.12277,            0.047177,            0.037225,            0.017015,             0.02548,            0.067911,           0.0029109,           0.0029109
                  18,            0.048859,            0.024756,            0.028835,           0.0035174,              0.9375,             0.05337,            0.021667,            0.037092,            0.016547,              0.0253,            0.066041,           0.0030407,           0.0030407
                  19,            0.048043,            0.029553,            0.029117,           0.0035631,                   1,            0.071424,            0.018217,            0.036724,            0.016125,            0.025239,            0.064166,           0.0031664,           0.0031664
                  20,            0.062521,            0.023904,            0.035858,           0.0035118,                   1,             0.17939,            0.035839,            0.035717,             0.01586,            0.025066,            0.062288,           0.0032882,           0.0032882
                  21,            0.048056,            0.023634,            0.027845,           0.0036059,               0.875,             0.21547,            0.065626,             0.03384,            0.015775,            0.024896,            0.060406,            0.003406,            0.003406
                  22,            0.050976,            0.026096,            0.030768,           0.0034123,              0.8125,             0.35612,            0.095728,            0.032732,            0.015541,            0.024523,             0.05852,           0.0035199,           0.0035199
                  23,            0.070402,            0.026123,            0.050005,           0.0034684,                   1,             0.40092,              0.1421,            0.031308,             0.01541,            0.024014,             0.05663,           0.0036298,           0.0036298
                  24,            0.059686,            0.027294,            0.036314,           0.0035223,                   1,             0.21595,             0.07187,            0.033636,            0.014855,            0.023593,            0.054736,           0.0037358,           0.0037358
                  25,            0.056809,            0.023922,            0.034591,           0.0036161,                   1,             0.34109,            0.083038,            0.036144,            0.014473,            0.023363,            0.052838,           0.0038378,           0.0038378
                  26,            0.074469,            0.030789,            0.035658,           0.0036114,                   1,             0.29826,            0.089465,            0.032976,            0.014466,            0.024273,            0.050936,           0.0039358,           0.0039358
                  27,            0.041806,            0.023258,            0.025872,           0.0036114,                   1,             0.29826,            0.089465,            0.032976,            0.014466,            0.024273,             0.04903,           0.0040299,           0.0040299
                  28,             0.05306,             0.02517,            0.035929,           0.0036614,                   1,             0.33919,            0.093714,            0.034732,            0.014145,             0.02563,             0.04712,             0.00412,             0.00412
                  29,            0.058911,            0.019288,            0.034544,            0.003661,                   1,             0.40047,             0.12453,            0.033813,            0.013741,            0.026656,            0.045206,           0.0042061,           0.0042061
                  30,            0.048877,            0.026837,            0.036038,            0.003661,                   1,             0.40047,             0.12453,            0.033813,            0.013741,            0.026656,            0.043288,           0.0042883,           0.0042883
                  31,            0.061911,            0.023572,            0.028799,           0.0035549,                   1,             0.43392,             0.13763,            0.032436,            0.013538,            0.026408,            0.041367,           0.0043665,           0.0043665
                  32,            0.049821,            0.023583,            0.034296,           0.0033995,                   1,             0.35856,             0.11812,             0.03253,            0.012962,            0.024934,            0.039441,           0.0044408,           0.0044408
                  33,             0.05538,            0.026802,            0.031786,           0.0033995,                   1,             0.35856,             0.11812,             0.03253,            0.012962,            0.024934,            0.037511,           0.0045111,           0.0045111
                  34,            0.049468,            0.022121,            0.027711,           0.0032149,              0.9375,             0.35717,             0.11186,            0.030497,            0.012912,            0.024577,            0.035577,           0.0045775,           0.0045775
                  35,             0.03653,            0.025073,            0.024892,           0.0033847,                   1,             0.33395,             0.11433,            0.032371,            0.012658,            0.024667,             0.03364,           0.0046399,           0.0046399
                  36,            0.055407,            0.028076,             0.03768,           0.0033847,                   1,             0.33395,             0.11433,            0.032371,            0.012658,            0.024667,            0.031698,           0.0046983,           0.0046983
                  37,            0.053965,            0.030217,            0.035384,           0.0032033,              0.9375,             0.37751,             0.16367,            0.028891,            0.012714,            0.023786,            0.029753,           0.0047528,           0.0047528
                  38,             0.06325,            0.022289,            0.037865,            0.014821,              0.9375,             0.37226,             0.08731,            0.029481,             0.01225,            0.022845,            0.027803,           0.0048033,           0.0048033
                  39,            0.056189,            0.025274,             0.03149,            0.014821,              0.9375,             0.37226,             0.08731,            0.029481,             0.01225,            0.022845,             0.02585,           0.0048498,           0.0048498
                  40,            0.054692,             0.02576,            0.041607,            0.014705,                   1,             0.27145,            0.093373,            0.029827,            0.011751,            0.022492,            0.023892,           0.0048924,           0.0048924
                  41,            0.056091,            0.022263,            0.026475,             0.18684,               0.625,             0.38578,             0.13571,            0.030055,            0.011299,            0.021846,            0.021931,            0.004931,            0.004931
                  42,            0.049974,             0.02169,            0.028894,             0.18684,               0.625,             0.38578,             0.13571,            0.030055,            0.011299,            0.021846,            0.019966,           0.0049657,           0.0049657
                  43,            0.036863,            0.017638,            0.025252,             0.35516,             0.71251,             0.57697,             0.21554,            0.032327,            0.010885,            0.021943,            0.017996,           0.0049964,           0.0049964
                  44,            0.048582,            0.019405,            0.035096,             0.35516,             0.71251,             0.57697,             0.21554,            0.032327,            0.010885,            0.021943,            0.016023,           0.0050232,           0.0050232
                  45,            0.059954,            0.020952,               0.036,             0.33618,             0.53218,             0.53065,              0.1936,            0.029718,            0.010754,            0.021208,            0.014046,            0.005046,            0.005046
                  46,            0.036812,            0.016248,            0.024438,             0.33618,             0.53218,             0.53065,              0.1936,            0.029718,            0.010754,            0.021208,            0.012065,           0.0050648,           0.0050648
                  47,            0.061037,            0.026531,            0.036672,             0.39815,              0.4973,             0.54653,             0.21367,            0.028102,            0.010416,             0.02125,             0.01008,           0.0050797,           0.0050797
                  48,            0.031838,            0.022385,            0.023184,             0.39815,              0.4973,             0.54653,             0.21367,            0.028102,            0.010416,             0.02125,           0.0080906,           0.0050906,           0.0050906
                  49,            0.034166,            0.020869,            0.022543,             0.35188,             0.51589,              0.4733,             0.22361,            0.036272,           0.0096349,            0.021332,           0.0060975,           0.0050975,           0.0050975
                  50,            0.042574,            0.017499,            0.021968,             0.35188,             0.51589,              0.4733,             0.22361,            0.036272,           0.0096349,            0.021332,             0.00505,             0.00505,             0.00505
                  51,            0.058723,            0.024084,            0.038853,             0.35748,             0.40437,             0.48656,             0.21849,            0.031801,           0.0096418,            0.021667,             0.00505,             0.00505,             0.00505
                  52,            0.036475,            0.023157,             0.02123,             0.35748,             0.40437,             0.48656,             0.21849,            0.031801,           0.0096418,            0.021667,            0.004951,            0.004951,            0.004951
                  53,            0.050611,            0.019106,            0.030249,             0.32065,              0.6875,              0.4966,             0.26097,            0.030048,           0.0095013,            0.021105,            0.004852,            0.004852,            0.004852
                  54,            0.051143,            0.018045,            0.029654,             0.32065,              0.6875,              0.4966,             0.26097,            0.030048,           0.0095013,            0.021105,            0.004753,            0.004753,            0.004753
                  55,            0.059176,            0.020464,            0.032812,             0.36516,             0.68798,             0.51391,             0.23852,            0.028332,           0.0092086,            0.021047,            0.004654,            0.004654,            0.004654
                  56,            0.042087,            0.020071,            0.027028,             0.36516,             0.68798,             0.51391,             0.23852,            0.028332,           0.0092086,            0.021047,            0.004555,            0.004555,            0.004555
                  57,            0.044222,             0.01724,            0.023694,             0.47146,             0.72236,             0.55854,             0.25575,            0.029878,           0.0090743,            0.020672,            0.004456,            0.004456,            0.004456
                  58,            0.047698,            0.019698,            0.031068,             0.47146,             0.72236,             0.55854,             0.25575,            0.029878,           0.0090743,            0.020672,            0.004357,            0.004357,            0.004357
                  59,             0.06271,            0.020931,            0.047615,             0.41982,             0.65351,             0.55548,             0.26965,            0.028722,            0.009056,            0.020283,            0.004258,            0.004258,            0.004258
                  60,            0.030521,            0.017225,            0.020189,             0.41982,             0.65351,             0.55548,             0.26965,            0.028722,            0.009056,            0.020283,            0.004159,            0.004159,            0.004159
                  61,            0.044564,            0.020994,            0.032694,             0.31957,             0.68685,             0.44244,             0.19847,            0.025696,           0.0092801,            0.021538,             0.00406,             0.00406,             0.00406
                  62,            0.062559,            0.023668,            0.031052,             0.31957,             0.68685,             0.44244,             0.19847,            0.025696,           0.0092801,            0.021538,            0.003961,            0.003961,            0.003961
                  63,            0.039193,            0.017383,            0.032252,             0.40161,              0.6875,             0.57829,             0.26762,            0.023715,           0.0090289,            0.021842,            0.003862,            0.003862,            0.003862
                  64,            0.033623,            0.019308,            0.027756,             0.40161,              0.6875,             0.57829,             0.26762,            0.023715,           0.0090289,            0.021842,            0.003763,            0.003763,            0.003763
                  65,             0.04518,            0.019508,            0.028284,             0.42105,              0.5625,             0.56132,             0.24639,            0.024251,           0.0088148,            0.022157,            0.003664,            0.003664,            0.003664
                  66,            0.054452,            0.018256,            0.025375,             0.42105,              0.5625,             0.56132,             0.24639,            0.024251,           0.0088148,            0.022157,            0.003565,            0.003565,            0.003565
                  67,            0.055486,            0.022929,            0.032875,              0.3931,             0.68505,             0.59713,             0.28661,            0.025451,           0.0087132,            0.022056,            0.003466,            0.003466,            0.003466
                  68,            0.063916,            0.024704,            0.039332,              0.3931,             0.68505,             0.59713,             0.28661,            0.025451,           0.0087132,            0.022056,            0.003367,            0.003367,            0.003367
                  69,            0.040376,            0.019335,            0.022649,             0.44953,             0.77833,             0.59876,             0.29493,            0.029701,           0.0082754,            0.021611,            0.003268,            0.003268,            0.003268
                  70,            0.043895,            0.015106,            0.028863,             0.44953,             0.77833,             0.59876,             0.29493,            0.029701,           0.0082754,            0.021611,            0.003169,            0.003169,            0.003169
                  71,            0.034139,            0.018585,            0.021865,             0.50431,             0.81914,             0.67775,             0.39814,            0.024012,            0.008097,            0.021341,             0.00307,             0.00307,             0.00307
                  72,            0.036022,            0.022278,            0.028201,             0.50431,             0.81914,             0.67775,             0.39814,            0.024012,            0.008097,            0.021341,            0.002971,            0.002971,            0.002971
                  73,            0.050637,            0.019619,            0.028618,             0.62043,             0.83414,             0.73444,             0.45064,            0.024333,           0.0077689,            0.021432,            0.002872,            0.002872,            0.002872
                  74,            0.043942,            0.017173,            0.025191,             0.62043,             0.83414,             0.73444,             0.45064,            0.024333,           0.0077689,            0.021432,            0.002773,            0.002773,            0.002773
                  75,            0.042779,            0.020539,            0.024803,             0.55346,             0.79177,             0.69224,              0.4107,            0.027845,           0.0075141,            0.021489,            0.002674,            0.002674,            0.002674
                  76,            0.040523,            0.019742,            0.023107,             0.55346,             0.79177,             0.69224,              0.4107,            0.027845,           0.0075141,            0.021489,            0.002575,            0.002575,            0.002575
                  77,            0.042619,            0.019701,            0.026072,                0.57,             0.79489,             0.77848,             0.42989,            0.022968,           0.0073818,            0.021312,            0.002476,            0.002476,            0.002476
                  78,            0.041503,            0.019336,            0.027065,                0.57,             0.79489,             0.77848,             0.42989,            0.022968,           0.0073818,            0.021312,            0.002377,            0.002377,            0.002377
                  79,             0.04436,            0.019281,            0.023279,             0.63036,             0.90089,             0.81152,             0.45905,            0.022358,           0.0071577,            0.021311,            0.002278,            0.002278,            0.002278
                  80,            0.069559,            0.017955,            0.040107,             0.63036,             0.90089,             0.81152,             0.45905,            0.022358,           0.0071577,            0.021311,            0.002179,            0.002179,            0.002179
                  81,            0.041829,            0.021242,            0.020957,             0.72959,             0.86345,             0.84325,             0.55368,            0.023493,           0.0069796,            0.021132,             0.00208,             0.00208,             0.00208
                  82,            0.031482,             0.02135,            0.022154,             0.72959,             0.86345,             0.84325,             0.55368,            0.023493,           0.0069796,            0.021132,            0.001981,            0.001981,            0.001981
                  83,             0.06096,            0.017984,            0.033775,              0.6782,              0.9375,             0.85925,             0.51919,            0.022038,           0.0068617,            0.020652,            0.001882,            0.001882,            0.001882
                  84,            0.045264,            0.020226,            0.022368,              0.6782,              0.9375,             0.85925,             0.51919,            0.022038,           0.0068617,            0.020652,            0.001783,            0.001783,            0.001783
                  85,            0.043269,            0.017686,            0.024908,              0.6754,             0.92178,             0.85925,             0.50977,            0.022424,            0.006729,            0.020395,            0.001684,            0.001684,            0.001684
                  86,            0.029811,            0.017501,            0.020479,              0.6754,             0.92178,             0.85925,             0.50977,            0.022424,            0.006729,            0.020395,            0.001585,            0.001585,            0.001585
                  87,            0.036385,            0.016205,            0.025411,             0.68363,             0.91328,             0.83458,             0.52266,            0.022554,           0.0066938,            0.019918,            0.001486,            0.001486,            0.001486
                  88,            0.028752,            0.014053,            0.020379,             0.68363,             0.91328,             0.83458,             0.52266,            0.022554,           0.0066938,            0.019918,            0.001387,            0.001387,            0.001387
                  89,             0.04136,            0.016348,            0.029499,             0.71637,             0.91273,             0.86152,             0.54123,            0.022678,           0.0066347,            0.019369,            0.001288,            0.001288,            0.001288
                  90,            0.039147,            0.017543,            0.033271,             0.71637,             0.91273,             0.86152,             0.54123,            0.022678,           0.0066347,            0.019369,            0.001189,            0.001189,            0.001189
                  91,            0.035687,            0.018499,            0.028334,             0.70999,             0.91389,             0.86777,             0.55629,            0.022641,           0.0066023,            0.019039,             0.00109,             0.00109,             0.00109
                  92,            0.036526,            0.018805,            0.036954,             0.70999,             0.91389,             0.86777,             0.55629,            0.022641,           0.0066023,            0.019039,            0.000991,            0.000991,            0.000991
                  93,            0.026217,            0.015272,            0.019569,               0.711,             0.91058,             0.86777,             0.55709,            0.022132,           0.0065774,            0.018848,            0.000892,            0.000892,            0.000892
                  94,            0.023709,              0.0145,            0.018929,               0.711,             0.91058,             0.86777,             0.55709,            0.022132,           0.0065774,            0.018848,            0.000793,            0.000793,            0.000793
                  95,            0.034545,            0.016957,             0.03515,             0.68214,               0.875,             0.84585,             0.53658,            0.022109,           0.0064933,            0.018681,            0.000694,            0.000694,            0.000694
                  96,            0.033452,            0.016359,            0.036149,             0.68214,               0.875,             0.84585,             0.53658,            0.022109,           0.0064933,            0.018681,            0.000595,            0.000595,            0.000595
                  97,            0.057267,            0.018919,            0.033201,             0.68421,               0.875,             0.84585,             0.54628,             0.02175,           0.0064629,             0.01867,            0.000496,            0.000496,            0.000496
                  98,            0.036682,            0.016043,            0.023333,             0.68421,               0.875,             0.84585,             0.54628,             0.02175,           0.0064629,             0.01867,            0.000397,            0.000397,            0.000397
                  99,            0.058934,            0.018819,            0.026592,             0.68468,               0.875,             0.83949,              0.5444,            0.021538,           0.0064256,            0.018467,            0.000298,            0.000298,            0.000298
